Section 1: Benchmark Configuration
==================================
mode=detailed
suite_tiers=extended
et_mode=paired
reactive_zero_skip=On
proactive_zero_run_skip=On
zero_run_order_mode=execution
bit_column_skip=On
warmup_iterations=0
timed_repetitions=1
grouping_policies=OutputChannelModulo,TaskRoundRobin,ETAwareCostBalanced,ETAwareCostBalancedMemoryAware,BroadcastPhaseAwareFanoutBalanced
scenario_count=17
exactness_pass=PASS
primary_invariants_pass=PASS

Section 2: Detailed Primary Metrics
===================================
scenario | grouping_policy | et_enabled | cycles_mean | wall_median_ms | throughput_macs_per_cycle | lane_occupancy | multiplier_utilization | accumulator_utilization | memory_stall_ratio | broadcast_stall_ratio | dram_bytes | onchip_buffer_bytes | activation_reuse_hits | activation_reuse_misses | weight_reuse_hits | weight_reuse_misses | memory_requests_avoided | work_stealing_events | tasks_terminated_early | output_elements_terminated_early | macs_skipped_total | macs_skipped_et_only | macs_skipped_reactive_only | macs_skipped_proactive_only | macs_skipped_zero_only | bit_steps_skipped_total | bit_steps_skipped_et_only | bit_steps_skipped_bit_column_only | zero_run_events | average_processed_fraction_per_task | mismatches
extended-mnist-sample-2 (label=1) | TaskRoundRobin | Off | 0.999102 | 191.222222 | 10440.555556 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | TaskRoundRobin | On | 0.999174 | 66.555556 | 4060.250000 | 32790 | 0.059223 | 0.059223 | 0.059223 | 0.706770
extended-mnist-sample-2 (label=1) | ETAwareCostBalanced | Off | 0.988279 | 87358.222222 | 1930110.888889 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | ETAwareCostBalanced | On | 0.990222 | 50833.888889 | 987308.583333 | 32790 | 0.059223 | 0.059223 | 0.059223 | 0.706770
extended-mnist-sample-2 (label=1) | ETAwareCostBalancedMemoryAware | Off | 0.988290 | 75730.888889 | 1928332.555556 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | ETAwareCostBalancedMemoryAware | On | 0.974384 | 134444.888889 | 2674838.250000 | 32790 | 0.059223 | 0.059223 | 0.059223 | 0.706770
extended-mnist-sample-2 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998096 | 16920.222222 | 219133.888889 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 0.993773 | 32398.222222 | 605613.916667 | 32790 | 0.059223 | 0.059223 | 0.059223 | 0.706770
extended-mnist-sample-2462 (label=2) | OutputChannelModulo | Off | 0.998535 | 4304.555556 | 1776520.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | OutputChannelModulo | On | 0.998410 | 10738.555556 | 1086390.222222 | 87477 | 0.303642 | 0.303642 | 0.303642 | 2.364319
extended-mnist-sample-2462 (label=2) | TaskRoundRobin | Off | 0.999891 | 694.555556 | 75895.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | TaskRoundRobin | On | 0.999837 | 638.555556 | 45655.555556 | 87477 | 0.303642 | 0.303642 | 0.303642 | 2.364319
extended-mnist-sample-2462 (label=2) | ETAwareCostBalanced | Off | 0.996953 | 435455.555556 | 4826218.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | ETAwareCostBalanced | On | 0.993264 | 376121.222222 | 6444384.888889 | 87477 | 0.303642 | 0.303642 | 0.303642 | 2.364319
extended-mnist-sample-2462 (label=2) | ETAwareCostBalancedMemoryAware | Off | 0.996137 | 614358.888889 | 6117105.666667 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | ETAwareCostBalancedMemoryAware | On | 0.996891 | 98616.888889 | 2843672.555556 | 87477 | 0.303642 | 0.303642 | 0.303642 | 2.364319
extended-mnist-sample-2462 (label=2) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998438 | 28175.888889 | 2045539.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | BroadcastPhaseAwareFanoutBalanced | On | 0.997594 | 69665.555556 | 2027003.222222 | 87477 | 0.303642 | 0.303642 | 0.303642 | 2.364319
extended-mnist-sample-2827 (label=1) | OutputChannelModulo | Off | 0.997976 | 1077.222222 | 83448.000000 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | OutputChannelModulo | On | 0.998484 | 2730.555556 | 53247.472222 | 26563 | 0.039913 | 0.039913 | 0.039913 | 0.559937
extended-mnist-sample-2827 (label=1) | TaskRoundRobin | Off | 0.999021 | 147.555556 | 1154.666667 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | TaskRoundRobin | On | 0.998470 | 347.555556 | 12917.138889 | 26563 | 0.039913 | 0.039913 | 0.039913 | 0.559937
extended-mnist-sample-2827 (label=1) | ETAwareCostBalanced | Off | 0.979306 | 80393.222222 | 2309877.333333 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | ETAwareCostBalanced | On | 0.979908 | 61248.555556 | 1449851.138889 | 26563 | 0.039913 | 0.039913 | 0.039913 | 0.559937
extended-mnist-sample-2827 (label=1) | ETAwareCostBalancedMemoryAware | Off | 0.974864 | 107675.222222 | 2869456.666667 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | ETAwareCostBalancedMemoryAware | On | 0.964354 | 123923.555556 | 2634802.472222 | 26563 | 0.039913 | 0.039913 | 0.039913 | 0.559937
extended-mnist-sample-2827 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 0.995159 | 23507.555556 | 487782.333333 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 0.992330 | 25840.555556 | 527081.138889 | 26563 | 0.039913 | 0.039913 | 0.039913 | 0.559937
extended-mnist-sample-3 (label=0) | OutputChannelModulo | Off | 0.998873 | 3298.222222 | 708840.333333 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | OutputChannelModulo | On | 0.997711 | 8804.222222 | 871255.888889 | 71956 | 0.183142 | 0.183142 | 0.183142 | 1.745868
extended-mnist-sample-3 (label=0) | TaskRoundRobin | Off | 0.999880 | 502.222222 | 22433.666667 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | TaskRoundRobin | On | 0.999614 | 493.222222 | 49776.888889 | 71956 | 0.183142 | 0.183142 | 0.183142 | 1.745868
extended-mnist-sample-3 (label=0) | ETAwareCostBalanced | Off | 0.994210 | 375953.888889 | 4404112.333333 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | ETAwareCostBalanced | On | 0.989160 | 261413.888889 | 4613009.555556 | 71956 | 0.183142 | 0.183142 | 0.183142 | 1.745868
extended-mnist-sample-3 (label=0) | ETAwareCostBalancedMemoryAware | Off | 0.992448 | 355910.555556 | 5817357.666667 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | ETAwareCostBalancedMemoryAware | On | 0.994472 | 100270.222222 | 2292409.888889 | 71956 | 0.183142 | 0.183142 | 0.183142 | 1.745868
extended-mnist-sample-3 (label=0) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998408 | 28148.555556 | 1076234.333333 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | BroadcastPhaseAwareFanoutBalanced | On | 0.998055 | 61376.555556 | 735532.888889 | 71956 | 0.183142 | 0.183142 | 0.183142 | 1.745868
extended-mnist-sample-3768 (label=0) | OutputChannelModulo | Off | 0.998717 | 3736.222222 | 1592855.888889 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | OutputChannelModulo | On | 0.998499 | 10147.222222 | 965707.888889 | 89220 | 0.297973 | 0.297973 | 0.297973 | 2.426206
extended-mnist-sample-3768 (label=0) | TaskRoundRobin | Off | 0.999906 | 508.222222 | 81408.222222 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | TaskRoundRobin | On | 0.999782 | 402.222222 | 66848.555556 | 89220 | 0.297973 | 0.297973 | 0.297973 | 2.426206
extended-mnist-sample-3768 (label=0) | ETAwareCostBalanced | Off | 0.997043 | 469428.555556 | 4568001.888889 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | ETAwareCostBalanced | On | 0.992747 | 295145.888889 | 6775789.555556 | 89220 | 0.297973 | 0.297973 | 0.297973 | 2.426206
extended-mnist-sample-3768 (label=0) | ETAwareCostBalancedMemoryAware | Off | 0.995740 | 589566.555556 | 6677548.888889 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | ETAwareCostBalancedMemoryAware | On | 0.994309 | 168843.222222 | 5239196.888889 | 89220 | 0.297973 | 0.297973 | 0.297973 | 2.426206
extended-mnist-sample-3768 (label=0) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998373 | 17445.555556 | 2234759.888889 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | BroadcastPhaseAwareFanoutBalanced | On | 0.998085 | 67889.888889 | 1631130.222222 | 89220 | 0.297973 | 0.297973 | 0.297973 | 2.426206
extended-mnist-sample-4 (label=4) | OutputChannelModulo | Off | 0.998524 | 2186.222222 | 420441.555556 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | OutputChannelModulo | On | 0.997622 | 7080.555556 | 363337.472222 | 59321 | 0.111944 | 0.111944 | 0.111944 | 1.359124
extended-mnist-sample-4 (label=4) | TaskRoundRobin | Off | 0.999736 | 235.222222 | 10495.222222 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | TaskRoundRobin | On | 0.999452 | 156.222222 | 9533.472222 | 59321 | 0.111944 | 0.111944 | 0.111944 | 1.359124
extended-mnist-sample-4 (label=4) | ETAwareCostBalanced | Off | 0.998221 | 17123.555556 | 566739.555556 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | ETAwareCostBalanced | On | 0.982715 | 154179.888889 | 3701099.805556 | 59321 | 0.111944 | 0.111944 | 0.111944 | 1.359124
extended-mnist-sample-4 (label=4) | ETAwareCostBalancedMemoryAware | Off | 0.989216 | 124478.888889 | 4109021.222222 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | ETAwareCostBalancedMemoryAware | On | 0.960493 | 310764.555556 | 8680238.472222 | 59321 | 0.111944 | 0.111944 | 0.111944 | 1.359124
extended-mnist-sample-4 (label=4) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998067 | 17373.222222 | 591295.222222 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | BroadcastPhaseAwareFanoutBalanced | On | 0.995668 | 33866.555556 | 886949.472222 | 59321 | 0.111944 | 0.111944 | 0.111944 | 1.359124
extended-mnist-sample-61 (label=8) | OutputChannelModulo | Off | 0.998420 | 3186.555556 | 883565.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | OutputChannelModulo | On | 0.997933 | 9280.222222 | 636961.472222 | 73733 | 0.167570 | 0.167570 | 0.167570 | 1.748045
extended-mnist-sample-61 (label=8) | TaskRoundRobin | Off | 0.999854 | 630.222222 | 31027.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | TaskRoundRobin | On | 0.999719 | 488.222222 | 18725.805556 | 73733 | 0.167570 | 0.167570 | 0.167570 | 1.748045
extended-mnist-sample-61 (label=8) | ETAwareCostBalanced | Off | 0.991164 | 351897.555556 | 6246839.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | ETAwareCostBalanced | On | 0.987667 | 309486.888889 | 4583590.138889 | 73733 | 0.167570 | 0.167570 | 0.167570 | 1.748045
extended-mnist-sample-61 (label=8) | ETAwareCostBalancedMemoryAware | Off | 0.993480 | 229967.888889 | 4579347.888889 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | ETAwareCostBalancedMemoryAware | On | 0.993215 | 106071.888889 | 2431729.138889 | 73733 | 0.167570 | 0.167570 | 0.167570 | 1.748045
extended-mnist-sample-61 (label=8) | BroadcastPhaseAwareFanoutBalanced | Off | 0.999320 | 47076.888889 | 264063.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | BroadcastPhaseAwareFanoutBalanced | On | 0.997395 | 65896.222222 | 853377.138889 | 73733 | 0.167570 | 0.167570 | 0.167570 | 1.748045
extended-mnist-sample-7 (label=9) | OutputChannelModulo | Off | 0.998278 | 2615.222222 | 546059.222222 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | OutputChannelModulo | On | 0.997994 | 6422.888889 | 336270.222222 | 53373 | 0.119048 | 0.119048 | 0.119048 | 1.218235
extended-mnist-sample-7 (label=9) | TaskRoundRobin | Off | 0.999554 | 129.222222 | 17173.888889 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | TaskRoundRobin | On | 0.999437 | 340.222222 | 22157.222222 | 53373 | 0.119048 | 0.119048 | 0.119048 | 1.218235
extended-mnist-sample-7 (label=9) | ETAwareCostBalanced | Off | 0.997823 | 33639.555556 | 847828.222222 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | ETAwareCostBalanced | On | 0.987123 | 123466.222222 | 2950273.555556 | 53373 | 0.119048 | 0.119048 | 0.119048 | 1.218235
extended-mnist-sample-7 (label=9) | ETAwareCostBalancedMemoryAware | Off | 0.989675 | 151836.555556 | 4260260.222222 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | ETAwareCostBalancedMemoryAware | On | 0.991164 | 75712.888889 | 1950350.555556 | 53373 | 0.119048 | 0.119048 | 0.119048 | 1.218235
extended-mnist-sample-7 (label=9) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998325 | 18886.555556 | 619550.222222 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | BroadcastPhaseAwareFanoutBalanced | On | 0.992877 | 63437.888889 | 1590737.222222 | 53373 | 0.119048 | 0.119048 | 0.119048 | 1.218235
extended-mnist-sample-8 (label=5) | OutputChannelModulo | Off | 0.998394 | 1666.888889 | 831670.222222 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | OutputChannelModulo | On | 0.998161 | 10095.555556 | 514646.222222 | 74253 | 0.160289 | 0.160289 | 0.160289 | 1.751316
extended-mnist-sample-8 (label=5) | TaskRoundRobin | Off | 0.999878 | 381.222222 | 25069.888889 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | TaskRoundRobin | On | 0.999688 | 423.888889 | 19345.222222 | 74253 | 0.160289 | 0.160289 | 0.160289 | 1.751316
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | Off | 0.996197 | 214963.222222 | 2405374.888889 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | On | 0.986604 | 255274.222222 | 4653412.888889 | 74253 | 0.160289 | 0.160289 | 0.160289 | 1.751316
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | Off | 0.994571 | 170536.555556 | 3577297.222222 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | On | 0.994981 | 87572.555556 | 1637096.555556 | 74253 | 0.160289 | 0.160289 | 0.160289 | 1.751316
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | Off | 0.993278 | 186144.555556 | 4337154.555556 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | On | 0.991948 | 103400.555556 | 2661600.555556 | 74253 | 0.160289 | 0.160289 | 0.160289 | 1.751316
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | Off | 0.999994 | 1487.555556 | 20674954.000000 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | On | 0.999995 | 7269.555556 | 6888353.472222 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | Off | 0.999996 | 58.888889 | 14608591.000000 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | On | 0.999996 | 634.555556 | 5242721.138889 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | Off | 0.999980 | 29990.888889 | 74667835.333333 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | On | 0.999891 | 759859.555556 | 190780906.138889 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | Off | 0.999983 | 5047.222222 | 64960555.666667 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | On | 0.999968 | 283442.222222 | 54275581.805556 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | Off | 0.999994 | 402.222222 | 21924298.000000 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | On | 0.999996 | 18902.555556 | 5660775.805556 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | Off | 0.999979 | 1135.555556 | 81581709.333333 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | On | 0.999991 | 17015.555556 | 11440115.000000 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | Off | 0.999995 | 68.222222 | 19988041.666667 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | On | 0.999997 | 926.888889 | 3466045.333333 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | Off | 0.999975 | 34076.555556 | 94583179.000000 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | On | 0.999942 | 740630.222222 | 90091306.666667 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | Off | 0.999993 | 6760.222222 | 27017590.000000 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | On | 0.999981 | 263806.888889 | 28357363.666667 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | Off | 0.999980 | 1117.555556 | 77389324.333333 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | On | 0.999983 | 24269.222222 | 25841371.333333 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | Off | 0.999967 | 2260.888889 | 128450689.805556 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | On | 0.999962 | 33769.222222 | 68484317.805556 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | Off | 0.999995 | 79.888889 | 17816342.805556 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | On | 0.999996 | 683.555556 | 5466589.805556 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | Off | 0.999958 | 26608.888889 | 163995353.138889 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | On | 0.999913 | 767672.555556 | 158844549.138889 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | Off | 0.999995 | 10049.888889 | 19127697.805556 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | On | 0.999962 | 408161.555556 | 68428561.472222 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | Off | 0.999966 | 1456.888889 | 135027205.138889 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | On | 0.999966 | 22225.555556 | 61722226.472222 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056

