Section 1: Benchmark Configuration
==================================
mode=detailed
suite_tiers=extended
et_mode=paired
reactive_zero_skip=On
proactive_zero_run_skip=On
zero_run_order_mode=kernel
bit_column_skip=On
warmup_iterations=0
timed_repetitions=1
grouping_policies=OutputChannelModulo,TaskRoundRobin,ETAwareCostBalanced,ETAwareCostBalancedMemoryAware,BroadcastPhaseAwareFanoutBalanced
scenario_count=17
exactness_pass=PASS
primary_invariants_pass=PASS

Section 2: Detailed Primary Metrics
===================================
scenario | grouping_policy | et_enabled | cycles_mean | wall_median_ms | throughput_macs_per_cycle | lane_occupancy | multiplier_utilization | accumulator_utilization | memory_stall_ratio | broadcast_stall_ratio | dram_bytes | onchip_buffer_bytes | activation_reuse_hits | activation_reuse_misses | weight_reuse_hits | weight_reuse_misses | memory_requests_avoided | work_stealing_events | tasks_terminated_early | output_elements_terminated_early | macs_skipped_total | macs_skipped_et_only | macs_skipped_reactive_only | macs_skipped_proactive_only | macs_skipped_zero_only | bit_steps_skipped_total | bit_steps_skipped_et_only | bit_steps_skipped_bit_column_only | zero_run_events | average_processed_fraction_per_task | mismatches
extended-mnist-sample-8 (label=5) | OutputChannelModulo | Off | 16173.000 | 632.456258 | 0.774624 | 0.356840 | 0.061265 | 0.061265 | 0.555272 | 0.082566 | 25334 | 76598 | 12354 | 174 | 12456 | 72 | 48500 | 1094 | 0 | 0 | 43920 | 0 | 28097 | 15823 | 43920 | 64554 | 0 | 64554 | 5824 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | OutputChannelModulo | On | 12919.000 | 524.524452 | 0.629538 | 0.285080 | 0.052229 | 0.052229 | 0.645253 | 0.059050 | 25334 | 69657 | 8874 | 174 | 8976 | 72 | 34561 | 1087 | 3989 | 3989 | 47400 | 27376 | 12746 | 7278 | 20024 | 267101 | 223401 | 43700 | 2445 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | TaskRoundRobin | Off | 18614.000 | 629.672267 | 0.673042 | 0.310044 | 0.053231 | 0.053231 | 0.661042 | 0.025544 | 25334 | 84016 | 12354 | 174 | 12456 | 72 | 41082 | 40 | 0 | 0 | 43920 | 0 | 28097 | 15823 | 43920 | 64554 | 0 | 64554 | 5824 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | TaskRoundRobin | On | 13913.000 | 618.583391 | 0.584561 | 0.264712 | 0.048498 | 0.048498 | 0.692703 | 0.031094 | 25334 | 72223 | 8874 | 174 | 8976 | 72 | 31995 | 42 | 3989 | 3989 | 47400 | 27376 | 12746 | 7278 | 20024 | 267101 | 223401 | 43700 | 2445 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | Off | 16982.000 | 1654.353274 | 0.737722 | 0.339840 | 0.058346 | 0.058346 | 0.587331 | 0.069577 | 25334 | 78348 | 12354 | 174 | 12456 | 72 | 46750 | 2068 | 0 | 0 | 43920 | 0 | 28097 | 15823 | 43920 | 64554 | 0 | 64554 | 5824 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | On | 13181.000 | 1758.662906 | 0.617025 | 0.279413 | 0.051191 | 0.051191 | 0.659228 | 0.059735 | 25334 | 70841 | 8874 | 174 | 8976 | 72 | 33377 | 2735 | 3989 | 3989 | 47400 | 27376 | 12746 | 7278 | 20024 | 267101 | 223401 | 43700 | 2445 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | Off | 16916.000 | 4490.560987 | 0.740601 | 0.341166 | 0.058574 | 0.058574 | 0.573118 | 0.077103 | 25334 | 78212 | 12354 | 174 | 12456 | 72 | 46886 | 5012 | 0 | 0 | 43920 | 0 | 28097 | 15823 | 43920 | 64554 | 0 | 64554 | 5824 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | On | 13299.000 | 4190.953545 | 0.611550 | 0.276934 | 0.050737 | 0.050737 | 0.654840 | 0.060779 | 25334 | 70736 | 8874 | 174 | 8976 | 72 | 33482 | 5009 | 3989 | 3989 | 47400 | 27376 | 12746 | 7278 | 20024 | 267101 | 223401 | 43700 | 2445 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | Off | 16411.000 | 982.026056 | 0.763390 | 0.351665 | 0.060376 | 0.060376 | 0.567387 | 0.079757 | 25334 | 77194 | 12354 | 174 | 12456 | 72 | 47904 | 1454 | 0 | 0 | 43920 | 0 | 28097 | 15823 | 43920 | 64554 | 0 | 64554 | 5824 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | On | 12995.000 | 878.677064 | 0.625856 | 0.283412 | 0.051924 | 0.051924 | 0.645755 | 0.058762 | 25334 | 70133 | 8874 | 174 | 8976 | 72 | 34085 | 1324 | 3989 | 3989 | 47400 | 27376 | 12746 | 7278 | 20024 | 267101 | 223401 | 43700 | 2445 | 0.160289 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | Off | 3003223.000 | 66261.821911 | 0.588298 | 0.115642 | 0.020446 | 0.020446 | 0.880230 | 0.003327 | 2516459 | 6641199 | 376648 | 1390142 | 706009 | 1060781 | 1639690 | 1442 | 0 | 0 | 592506 | 0 | 366808 | 225698 | 592506 | 11923756 | 0 | 11923756 | 116068 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | On | 2084926.000 | 46494.568720 | 0.572749 | 0.112316 | 0.020212 | 0.020212 | 0.882895 | 0.003313 | 1828708 | 4593686 | 187849 | 1011094 | 446865 | 752078 | 967872 | 1445 | 7969 | 7969 | 1160353 | 855974 | 187739 | 116640 | 304379 | 14922254 | 6853652 | 8068602 | 59720 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | Off | 3254702.000 | 63666.827127 | 0.542842 | 0.106707 | 0.018866 | 0.018866 | 0.889952 | 0.002402 | 1655472 | 6899080 | 178892 | 1587898 | 1764752 | 2038 | 2242796 | 21 | 0 | 0 | 592506 | 0 | 366808 | 225698 | 592506 | 11923756 | 0 | 11923756 | 116068 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | On | 2140800.000 | 43764.431702 | 0.557800 | 0.109385 | 0.019685 | 0.019685 | 0.886506 | 0.002474 | 1205494 | 4650132 | 63324 | 1135619 | 1194604 | 4339 | 1534640 | 55 | 7969 | 7969 | 1160353 | 855974 | 187739 | 116640 | 304379 | 14922254 | 6853652 | 8068602 | 59720 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | Off | 3077451.000 | 66495.859651 | 0.574108 | 0.112853 | 0.019953 | 0.019953 | 0.883642 | 0.002694 | 2518266 | 6715978 | 63396 | 1703394 | 1017454 | 749336 | 1563104 | 1996 | 0 | 0 | 592506 | 0 | 366808 | 225698 | 592506 | 11923756 | 0 | 11923756 | 116068 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | On | 2135850.000 | 47887.507578 | 0.559093 | 0.109638 | 0.019730 | 0.019730 | 0.886083 | 0.002663 | 1816055 | 4644891 | 46207 | 1152736 | 601160 | 597783 | 929320 | 2192 | 7969 | 7969 | 1160353 | 855974 | 187739 | 116640 | 304379 | 14922254 | 6853652 | 8068602 | 59720 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | Off | 3158821.000 | 83718.757481 | 0.559319 | 0.109946 | 0.019439 | 0.019439 | 0.886722 | 0.002576 | 2643196 | 6802658 | 73132 | 1693658 | 882788 | 884002 | 1351494 | 8630 | 0 | 0 | 592506 | 0 | 366808 | 225698 | 592506 | 11923756 | 0 | 11923756 | 116068 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | On | 2162070.000 | 61274.145817 | 0.552313 | 0.108309 | 0.019491 | 0.019491 | 0.888174 | 0.002625 | 1861138 | 4672620 | 59345 | 1139598 | 542939 | 656004 | 856508 | 7214 | 7969 | 7969 | 1160353 | 855974 | 187739 | 116640 | 304379 | 14922254 | 6853652 | 8068602 | 59720 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | Off | 3079576.000 | 69877.701065 | 0.573712 | 0.112775 | 0.019939 | 0.019939 | 0.883747 | 0.002874 | 2636961 | 6722648 | 217154 | 1549636 | 745001 | 1021789 | 1437739 | 1715 | 0 | 0 | 592506 | 0 | 366808 | 225698 | 592506 | 11923756 | 0 | 11923756 | 116068 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | On | 2098767.000 | 48969.168764 | 0.568972 | 0.111575 | 0.020079 | 0.020079 | 0.884527 | 0.002996 | 1855100 | 4609030 | 137816 | 1061127 | 470506 | 728437 | 926136 | 1333 | 7969 | 7969 | 1160353 | 855974 | 187739 | 116640 | 304379 | 14922254 | 6853652 | 8068602 | 59720 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | Off | 3053466.000 | 67688.945594 | 0.579927 | 0.114320 | 0.020099 | 0.020099 | 0.881637 | 0.003171 | 2556577 | 6701898 | 392147 | 1378639 | 658384 | 1112402 | 1562849 | 1371 | 0 | 0 | 588510 | 0 | 380702 | 207808 | 588510 | 11956951 | 0 | 11956951 | 108031 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | On | 1966614.000 | 46298.326758 | 0.571090 | 0.112314 | 0.020168 | 0.020168 | 0.882606 | 0.003268 | 1768280 | 4334697 | 139746 | 989020 | 415042 | 713724 | 866227 | 1516 | 8868 | 8868 | 1230530 | 962055 | 173926 | 94549 | 268475 | 15298723 | 7703408 | 7595315 | 49034 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | Off | 3181322.000 | 66645.592456 | 0.556620 | 0.109725 | 0.019291 | 0.019291 | 0.886762 | 0.002468 | 1641768 | 6833048 | 196728 | 1574058 | 1768612 | 2174 | 2346508 | 23 | 0 | 0 | 588510 | 0 | 380702 | 207808 | 588510 | 11956951 | 0 | 11956951 | 108031 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | On | 2012786.000 | 43881.375766 | 0.557990 | 0.109738 | 0.019705 | 0.019705 | 0.885992 | 0.002529 | 1155445 | 4381743 | 43557 | 1085209 | 1124066 | 4700 | 1432016 | 76 | 8868 | 8868 | 1230530 | 962055 | 173926 | 94549 | 268475 | 15298723 | 7703408 | 7595315 | 49034 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | Off | 3083947.000 | 69536.564832 | 0.574195 | 0.113190 | 0.019900 | 0.019900 | 0.883380 | 0.002681 | 2545805 | 6733284 | 63833 | 1706953 | 997470 | 773316 | 1542235 | 1913 | 0 | 0 | 588510 | 0 | 380702 | 207808 | 588510 | 11956951 | 0 | 11956951 | 108031 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | On | 1995393.000 | 44974.559108 | 0.562854 | 0.110694 | 0.019877 | 0.019877 | 0.884970 | 0.002794 | 1673531 | 4364515 | 50316 | 1078450 | 599221 | 529545 | 931158 | 1976 | 8868 | 8868 | 1230530 | 962055 | 173926 | 94549 | 268475 | 15298723 | 7703408 | 7595315 | 49034 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | Off | 3148559.000 | 80604.572049 | 0.562412 | 0.110867 | 0.019492 | 0.019492 | 0.886024 | 0.002587 | 2690011 | 6801384 | 81847 | 1688939 | 835250 | 935536 | 1329929 | 7931 | 0 | 0 | 588510 | 0 | 380702 | 207808 | 588510 | 11956951 | 0 | 11956951 | 108031 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | On | 2024960.000 | 56636.961507 | 0.554635 | 0.109078 | 0.019587 | 0.019587 | 0.887020 | 0.002664 | 1720061 | 4394687 | 55034 | 1073732 | 547973 | 580793 | 854456 | 7134 | 8868 | 8868 | 1230530 | 962055 | 173926 | 94549 | 268475 | 15298723 | 7703408 | 7595315 | 49034 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | Off | 3082035.000 | 68513.894440 | 0.574551 | 0.113260 | 0.019912 | 0.019912 | 0.883320 | 0.002846 | 2658744 | 6733481 | 226083 | 1544703 | 722281 | 1048505 | 1429099 | 1477 | 0 | 0 | 588510 | 0 | 380702 | 207808 | 588510 | 11956951 | 0 | 11956951 | 108031 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | On | 1982582.000 | 44718.982095 | 0.566491 | 0.111409 | 0.020005 | 0.020005 | 0.884212 | 0.002995 | 1760519 | 4351761 | 102035 | 1026731 | 460514 | 668252 | 856924 | 1401 | 8868 | 8868 | 1230530 | 962055 | 173926 | 94549 | 268475 | 15298723 | 7703408 | 7595315 | 49034 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | Off | 3064484.000 | 68620.429980 | 0.582447 | 0.114602 | 0.020116 | 0.020116 | 0.881278 | 0.003190 | 2601171 | 6741070 | 358181 | 1426720 | 675986 | 1108915 | 1563773 | 1404 | 0 | 0 | 574395 | 0 | 376562 | 197833 | 574395 | 12059960 | 0 | 12059960 | 104538 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | On | 2129776.000 | 48717.954160 | 0.571974 | 0.112220 | 0.020021 | 0.020021 | 0.882664 | 0.003201 | 1935132 | 4685956 | 134351 | 1088674 | 442103 | 780922 | 913670 | 1226 | 7844 | 7844 | 1136271 | 838375 | 196904 | 100992 | 297896 | 14956160 | 6712882 | 8243278 | 53639 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | Off | 3242601.000 | 64303.936978 | 0.550453 | 0.108307 | 0.019011 | 0.019011 | 0.888303 | 0.002397 | 1670298 | 6923231 | 183030 | 1601871 | 1782010 | 2891 | 2312485 | 23 | 0 | 0 | 574395 | 0 | 376562 | 197833 | 574395 | 12059960 | 0 | 12059960 | 104538 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | On | 2182196.000 | 46338.695971 | 0.558234 | 0.109524 | 0.019540 | 0.019540 | 0.886458 | 0.002518 | 1232274 | 4740136 | 61355 | 1161670 | 1217957 | 5068 | 1562348 | 68 | 7844 | 7844 | 1136271 | 838375 | 196904 | 100992 | 297896 | 14956160 | 6712882 | 8243278 | 53639 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | Off | 3128756.000 | 68901.221231 | 0.570483 | 0.112247 | 0.019703 | 0.019703 | 0.884428 | 0.002687 | 2622919 | 6808257 | 68295 | 1716606 | 944124 | 840777 | 1474838 | 1889 | 0 | 0 | 574395 | 0 | 376562 | 197833 | 574395 | 12059960 | 0 | 12059960 | 104538 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | On | 2181306.000 | 49958.194431 | 0.558462 | 0.109569 | 0.019548 | 0.019548 | 0.886424 | 0.002675 | 1873950 | 4739177 | 49290 | 1173735 | 588346 | 634679 | 921631 | 2041 | 7844 | 7844 | 1136271 | 838375 | 196904 | 100992 | 297896 | 14956160 | 6712882 | 8243278 | 53639 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | Off | 3156801.000 | 86607.715799 | 0.565414 | 0.111250 | 0.019528 | 0.019528 | 0.885588 | 0.002621 | 2664516 | 6837865 | 74903 | 1709998 | 895919 | 888982 | 1403633 | 7760 | 0 | 0 | 574395 | 0 | 376562 | 197833 | 574395 | 12059960 | 0 | 12059960 | 104538 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | On | 2203811.000 | 68963.887975 | 0.552759 | 0.108450 | 0.019348 | 0.019348 | 0.887763 | 0.002610 | 1914574 | 4761992 | 56367 | 1166658 | 540645 | 682380 | 858192 | 6917 | 7844 | 7844 | 1136271 | 838375 | 196904 | 100992 | 297896 | 14956160 | 6712882 | 8243278 | 53639 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | Off | 3107183.000 | 74133.566326 | 0.574443 | 0.113027 | 0.019840 | 0.019840 | 0.883536 | 0.002835 | 2708042 | 6786366 | 214521 | 1570380 | 712775 | 1072126 | 1411606 | 1467 | 0 | 0 | 574395 | 0 | 376562 | 197833 | 574395 | 12059960 | 0 | 12059960 | 104538 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | On | 2151268.000 | 48643.495091 | 0.566260 | 0.111099 | 0.019821 | 0.019821 | 0.884488 | 0.002951 | 1941346 | 4708504 | 102970 | 1120055 | 467270 | 755755 | 884908 | 1665 | 7844 | 7844 | 1136271 | 838375 | 196904 | 100992 | 297896 | 14956160 | 6712882 | 8243278 | 53639 | 0.518386 | 0

Section 3: Secondary Diagnostics
================================
scenario | grouping_policy | et_enabled | jain_fairness | variance_group_completed_tasks | variance_group_active_lane_cycles | estimated_cycles_saved_early_termination | processed_fraction_p10 | processed_fraction_p50 | processed_fraction_p90 | mean_skipped_macs_per_terminated_task
extended-mnist-sample-0 (label=7) | OutputChannelModulo | Off | 0.993815 | 331.888889 | 4997278.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | OutputChannelModulo | On | 0.975993 | 11537.222222 | 7473432.805556 | 290150 | 0.104007 | 0.104007 | 0.104007 | 6.823739
extended-mnist-sample-0 (label=7) | TaskRoundRobin | Off | 0.999713 | 50.222222 | 17297.222222 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | TaskRoundRobin | On | 0.999557 | 80.555556 | 19752.138889 | 290150 | 0.104007 | 0.104007 | 0.104007 | 6.823739
extended-mnist-sample-0 (label=7) | ETAwareCostBalanced | Off | 0.993577 | 12714.555556 | 5251675.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | ETAwareCostBalanced | On | 0.965202 | 224301.888889 | 11035386.472222 | 290150 | 0.104007 | 0.104007 | 0.104007 | 6.823739
extended-mnist-sample-0 (label=7) | ETAwareCostBalancedMemoryAware | Off | 0.993539 | 37485.888889 | 5320655.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | ETAwareCostBalancedMemoryAware | On | 0.961326 | 312033.555556 | 12386999.805556 | 290150 | 0.104007 | 0.104007 | 0.104007 | 6.823739
extended-mnist-sample-0 (label=7) | BroadcastPhaseAwareFanoutBalanced | Off | 0.996620 | 25842.888889 | 2723065.555556 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | BroadcastPhaseAwareFanoutBalanced | On | 0.973487 | 4976.222222 | 8352930.138889 | 290150 | 0.104007 | 0.104007 | 0.104007 | 6.823739
extended-mnist-sample-1 (label=2) | OutputChannelModulo | Off | 0.996891 | 991.555556 | 3225628.333333 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | OutputChannelModulo | On | 0.984204 | 11926.222222 | 7042111.555556 | 280041 | 0.149554 | 0.149554 | 0.149554 | 6.871322
extended-mnist-sample-1 (label=2) | TaskRoundRobin | Off | 0.999759 | 378.555556 | 66691.000000 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | TaskRoundRobin | On | 0.999513 | 362.888889 | 34717.888889 | 280041 | 0.149554 | 0.149554 | 0.149554 | 6.871322
extended-mnist-sample-1 (label=2) | ETAwareCostBalanced | Off | 0.994977 | 362816.555556 | 5645086.000000 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | ETAwareCostBalanced | On | 0.977502 | 257720.222222 | 10257362.222222 | 280041 | 0.149554 | 0.149554 | 0.149554 | 6.871322
extended-mnist-sample-1 (label=2) | ETAwareCostBalancedMemoryAware | Off | 0.992449 | 143292.555556 | 8461929.000000 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | ETAwareCostBalancedMemoryAware | On | 0.980116 | 87154.888889 | 9052730.888889 | 280041 | 0.149554 | 0.149554 | 0.149554 | 6.871322
extended-mnist-sample-1 (label=2) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998378 | 23563.888889 | 1660299.333333 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | BroadcastPhaseAwareFanoutBalanced | On | 0.983793 | 72004.888889 | 7329995.222222 | 280041 | 0.149554 | 0.149554 | 0.149554 | 6.871322
extended-mnist-sample-1038 (label=1) | OutputChannelModulo | Off | 0.988708 | 3803.555556 | 5476392.222222 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | OutputChannelModulo | On | 0.951062 | 9056.888889 | 8285965.555556 | 301767 | 0.041950 | 0.041950 | 0.041950 | 6.747640
extended-mnist-sample-1038 (label=1) | TaskRoundRobin | Off | 0.999676 | 18.222222 | 5953.222222 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | TaskRoundRobin | On | 0.998748 | 247.888889 | 1398.222222 | 301767 | 0.041950 | 0.041950 | 0.041950 | 6.747640
extended-mnist-sample-1038 (label=1) | ETAwareCostBalanced | Off | 0.993509 | 54461.222222 | 3113401.888889 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | ETAwareCostBalanced | On | 0.880608 | 192355.888889 | 22189896.555556 | 301767 | 0.041950 | 0.041950 | 0.041950 | 6.747640
extended-mnist-sample-1038 (label=1) | ETAwareCostBalancedMemoryAware | Off | 0.988661 | 35549.888889 | 5554702.222222 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | ETAwareCostBalancedMemoryAware | On | 0.933992 | 80523.888889 | 11545759.222222 | 301767 | 0.041950 | 0.041950 | 0.041950 | 6.747640
extended-mnist-sample-1038 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 0.985511 | 1435.222222 | 7129603.888889 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 0.939738 | 18010.888889 | 10401318.555556 | 301767 | 0.041950 | 0.041950 | 0.041950 | 6.747640
extended-mnist-sample-11 (label=6) | OutputChannelModulo | Off | 0.996733 | 1306.888889 | 3682258.888889 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | OutputChannelModulo | On | 0.985565 | 14170.555556 | 6824691.805556 | 276410 | 0.156445 | 0.156445 | 0.156445 | 6.907935
extended-mnist-sample-11 (label=6) | TaskRoundRobin | Off | 0.999814 | 419.222222 | 58224.222222 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | TaskRoundRobin | On | 0.999642 | 467.222222 | 11963.472222 | 276410 | 0.156445 | 0.156445 | 0.156445 | 6.907935
extended-mnist-sample-11 (label=6) | ETAwareCostBalanced | Off | 0.995713 | 395804.555556 | 4995130.222222 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | ETAwareCostBalanced | On | 0.972382 | 204716.222222 | 13517228.805556 | 276410 | 0.156445 | 0.156445 | 0.156445 | 6.907935
extended-mnist-sample-11 (label=6) | ETAwareCostBalancedMemoryAware | Off | 0.985149 | 204552.555556 | 17770267.555556 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | ETAwareCostBalancedMemoryAware | On | 0.996296 | 105205.222222 | 1642740.472222 | 276410 | 0.156445 | 0.156445 | 0.156445 | 6.907935
extended-mnist-sample-11 (label=6) | BroadcastPhaseAwareFanoutBalanced | Off | 0.997022 | 21114.888889 | 3411145.555556 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | BroadcastPhaseAwareFanoutBalanced | On | 0.987470 | 122227.555556 | 5965928.472222 | 276410 | 0.156445 | 0.156445 | 0.156445 | 6.907935
extended-mnist-sample-18 (label=3) | OutputChannelModulo | Off | 0.997304 | 1306.888889 | 3679086.222222 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | OutputChannelModulo | On | 0.990368 | 10846.888889 | 5689035.805556 | 269784 | 0.190990 | 0.190990 | 0.190990 | 6.910444
extended-mnist-sample-18 (label=3) | TaskRoundRobin | Off | 0.999827 | 339.222222 | 92022.222222 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | TaskRoundRobin | On | 0.999816 | 646.555556 | 6980.472222 | 269784 | 0.190990 | 0.190990 | 0.190990 | 6.910444
extended-mnist-sample-18 (label=3) | ETAwareCostBalanced | Off | 0.995548 | 298721.222222 | 6255165.888889 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | ETAwareCostBalanced | On | 0.985754 | 250585.222222 | 8586683.138889 | 269784 | 0.190990 | 0.190990 | 0.190990 | 6.910444
extended-mnist-sample-18 (label=3) | ETAwareCostBalancedMemoryAware | Off | 0.996241 | 163050.888889 | 5347564.888889 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | ETAwareCostBalancedMemoryAware | On | 0.987445 | 237764.555556 | 7502624.472222 | 269784 | 0.190990 | 0.190990 | 0.190990 | 6.910444
extended-mnist-sample-18 (label=3) | BroadcastPhaseAwareFanoutBalanced | Off | 0.993539 | 22366.888889 | 9285415.888889 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | BroadcastPhaseAwareFanoutBalanced | On | 0.996472 | 36940.222222 | 1979407.472222 | 269784 | 0.190990 | 0.190990 | 0.190990 | 6.910444
extended-mnist-sample-2 (label=1) | OutputChannelModulo | Off | 0.991084 | 2105.888889 | 5136378.222222 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | OutputChannelModulo | On | 0.959020 | 10744.222222 | 8464543.138889 | 297780 | 0.059223 | 0.059223 | 0.059223 | 6.767841
extended-mnist-sample-2 (label=1) | TaskRoundRobin | Off | 0.999588 | 129.888889 | 17453.222222 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | TaskRoundRobin | On | 0.999273 | 79.888889 | 4677.805556 | 297780 | 0.059223 | 0.059223 | 0.059223 | 6.767841
extended-mnist-sample-2 (label=1) | ETAwareCostBalanced | Off | 0.992246 | 34758.555556 | 4422346.222222 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | ETAwareCostBalanced | On | 0.942380 | 133443.222222 | 12144824.138889 | 297780 | 0.059223 | 0.059223 | 0.059223 | 6.767841
